OBJECTID_1,OBJECTID,ZCTA5CE10,GEOID10,MTFCC10,FUNCSTAT10,PARTFLG10,INTPTLON10,INTPTLAT10,Version,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017,POP2018,POP2019,HHP2000,HHP2001,HHP2002,HHP2003,HHP2004,HHP2005,HHP2006,HHP2007,HHP2008,HHP2009,HHP2010,HHP2011,HHP2012,HHP2013,HHP2014,HHP2015,HHP2016,HHP2017,HHP2018,HHP2019,GQ2000,GQ2001,GQ2002,GQ2003,GQ2004,GQ2005,GQ2006,GQ2007,GQ2008,GQ2009,GQ2010,GQ2011,GQ2012,GQ2013,GQ2014,GQ2015,GQ2016,GQ2017,GQ2018,GQ2019,HU2000,HU2001,HU2002,HU2003,HU2004,HU2005,HU2006,HU2007,HU2008,HU2009,HU2010,HU2011,HU2012,HU2013,HU2014,HU2015,HU2016,HU2017,HU2018,HU2019,OHU2000,OHU2001,OHU2002,OHU2003,OHU2004,OHU2005,OHU2006,OHU2007,OHU2008,OHU2009,OHU2010,OHU2011,OHU2012,OHU2013,OHU2014,OHU2015,OHU2016,OHU2017,OHU2018,OHU2019,Shape__Are,Shape__Len,sum_totaleap,sum_numberinhousehold,mean_numberinhousehold,mean_monthlyincome,mean_heatburden,sum_childrencnt,sum_seniorcnt,sum_disabledcnt,sum_vulnerablecnt,mean_sheltercost,mean_heatcost,mean_annualelectriccost,mean_energyusage,sum_miltaryvet,sum_racenative,sum_raceasian,sum_raceblack,sum_racepacislander,sum_racewhite,sum_racemultirace,sum_raceunspecified,sum_raceother,sum_ethnicityunspecified,sum_ethnicitylatino,sum_ethnicitynotlatino,sum_edunder12,sum_edhighschool,sum_edsomeps,sum_edunspecified,sum_electric,sum_naturalgas,sum_oil,sum_coal,sum_propane,sum_wood,sum_housetype1to3family,sum_housetype4plusfamily,sum_housetypehighrise,sum_housetypemobile,sum_housetyperv,sum_ownedorbuying,sum_subsidized,sum_rental,sum_roomerboard,sum_temporaryhousing,Point_Count,Shape__Area,Shape__Length
289,289,98560,5398560,G6350,S,N,-123.4258055,47.3023496,"September 10, 2019",124.004,124.42,125.918,127.368,129.523,132.254,134.88,138.4,140.997,141.77,142,144.729,145.053,143.489,141.864,142.253,141.408,143.268,146.325,149.258,124.004,124.42,125.918,127.368,129.523,132.254,134.88,138.4,140.997,141.77,142,144.729,145.053,143.489,141.864,142.253,141.408,143.268,146.325,149.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.332,52.707,53.187,53.838,54.669,55.654,57.028,58.432,59.498,59.883,60,61.609,61.609,61.19,60.958,60.958,60.958,61.666,63.353,64.05,47.005,47.267,47.62,48.064,48.755,49.613,50.682,51.803,52.678,52.978,53,54.137,54.137,53.388,52.951,52.951,52.951,53.451,54.485,54.978,324682272.023438,101700.78682295,7741,32,2.28571428571429,829.214285714286,18.8478571428571,0,0,5,5,107.142857142857,707.357142857143,1080.64285714286,0,0,0,0,0,0,32,0,0,0,0,0,32,10,11,3,8,8,0,0,0,0,6,11,0,0,1,2,11,0,3,0,0,14,0.017765864899502,0.764240620677978
290,290,98562,5398562,G6350,S,N,-124.2003249,47.2383922,"September 10, 2019",216.035,216.946,214.664,211.459,209.516,207.914,206.371,203.918,200.927,198.01,195,195.481,195.486,208.212,207.112,205.561,201.293,200.477,201.639,200.235,216.035,216.946,214.664,211.459,209.516,207.914,206.371,203.918,200.927,198.01,195,195.481,195.486,208.212,207.112,205.561,201.293,200.477,201.639,200.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.631,230.6,228.932,227.198,226.321,226.413,226.975,226.438,225.852,224.294,222,222,222,228.462,228.462,228.462,228.38,228.38,228.331,228.331,102.08,100.861,99.413,97.248,96.419,95.776,95.206,94.239,92.969,91.456,90,90,90,95.299,95.299,95.299,95.23,95.23,95.169,95.169,5660216.015625,16990.25347437,3907,15,1.66666666666667,790.333333333333,24.6722222222222,0,2,6,7,277.777777777778,616.111111111111,472.444444444444,0,0,2,0,0,0,10,3,0,0,3,0,12,5,1,7,2,8,0,0,0,1,0,6,1,0,1,1,5,1,3,0,0,9,0.000310117284243461,0.131215991687114
291,291,98563,5398563,G6350,S,N,-123.6153705,47.1935985,"September 10, 2019",7307.187,7480.508,7545.61,7577.551,7653.949,7743.379,7835.817,7893.882,7930.099,7968.104,8001,8035.907,8047.806,8057.521,8018.67,8012.766,7958.661,7987.361,8062.997,8080.05,7155.167,7279.219,7349.715,7373.353,7447.309,7531.83,7618.012,7669.868,7693.996,7725.293,7754,7763.907,7767.806,7777.521,7738.67,7732.766,7678.661,7707.361,7782.997,7800.05,152.02,201.289,195.895,204.198,206.64,211.549,217.805,224.014,236.103,242.811,247,272,280,280,280,280,280,280,280,280,3050.266,3073.174,3100.522,3126.705,3164.499,3216.159,3275.085,3318.562,3361.562,3390.059,3407,3410.969,3418.056,3426.789,3427.107,3449.895,3455.62,3474.918,3499.762,3516.216,2882.272,2909.365,2930.761,2931.96,2971.54,3017.35,3066.451,3103.117,3130.373,3148.952,3169,3168.647,3169.646,3176.501,3168.1,3175.858,3180.698,3196.73,3216.879,3235.612,2085364162.46875,394230.70580968,111629,584,2.53913043478261,1071.45652173913,6.2124347826087,51,79,118,184,473.608695652174,669.721739130435,1316.99565217391,89.8695652173913,9,15,13,21,2,384,54,25,70,31,114,439,177,107,118,182,213,2,0,0,4,11,103,43,8,70,6,78,44,108,0,0,230,0.114317369371292,2.93219297104178
292,292,98564,5398564,G6350,S,N,-122.4196501,46.449477,"September 10, 2019",2260.794,2283.46,2304.607,2311.665,2330.921,2351.495,2390.451,2420.043,2444.148,2456.649,2459,2475.86,2502.792,2507.306,2508.455,2507.681,2513.786,2566.081,2604.545,2670.406,2260.794,2283.46,2304.607,2311.665,2330.921,2351.495,2390.451,2420.043,2444.148,2456.649,2459,2475.86,2502.792,2507.306,2508.455,2507.681,2513.786,2566.081,2604.545,2670.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021.446,1043.862,1063.562,1083.535,1106.958,1130.063,1157.76,1185.264,1212.855,1230.39,1244,1252.407,1265.296,1272.837,1278.114,1271.098,1271.89,1312.49,1307.665,1332.483,858.705,873.364,884.817,893.298,906.095,920.936,938.387,955.04,971.791,981.327,988,994.506,1005.207,1007.148,1012.237,997.04,995.206,1014.785,1012.371,1029.67,815997348.15625,143185.05023526,72516,276,1.84,1084.91333333333,2.93153333333333,10,59,106,122,358.56,722.553333333333,1015.69333333333,721.733333333333,8,5,0,5,0,228,8,26,4,7,55,214,64,77,62,73,92,0,0,0,20,38,35,5,0,88,22,84,4,62,0,0,150,0.0453634851483002,1.14644903479021
293,293,98565,5398565,G6350,S,N,-122.9019647,46.5783149,"September 10, 2019",427.405,447.024,466.374,482.792,501.677,520.846,544.21,565.62,585.825,603.23,618,636.768,641.334,647.449,658.597,661.946,682.846,696.47,717.218,711.099,423.405,443.453,462.941,479.92,499.256,518.781,542.43,564.254,584.976,602.815,618,636.768,641.334,647.449,658.597,661.946,682.846,696.47,717.218,711.099,4,3.571,3.433,2.872,2.421,2.065,1.78,1.366,0.849,0.415,0,0,0,0,0,0,0,0,0,0,160.383,168.678,176.52,184.392,192.838,201.239,210.476,219.719,229.014,236.407,243,251.151,250.882,253.247,259.247,261.754,270.179,272.131,276.833,276.511,150.757,157.386,163.431,168.936,175.219,181.902,189.127,196.222,203.371,209.01,214,220.271,220.836,222.422,227.834,231.22,237.763,241.412,247.469,244.758,3393781.21875,11606.87334647,4591,31,2.81818181818182,1462.81818181818,0.820909090909091,5,5,6,10,651.090909090909,565.272727272727,1225.45454545455,1048.27272727273,1,2,0,0,0,29,0,0,0,0,2,29,2,8,8,13,10,0,0,0,0,1,5,1,0,5,0,4,0,7,0,0,11,0.000188246620837162,0.0887359309942694
294,294,98568,5398568,G6350,S,N,-123.3137115,46.8548054,"September 10, 2019",2349.378,2399.308,2414.847,2419.733,2438.837,2462.018,2486.417,2499.93,2506.59,2513.663,2519,2534.464,2541.044,2536.404,2535.552,2521.635,2495.484,2491.273,2507.985,2505.372,2349.378,2399.308,2414.847,2419.733,2438.837,2462.018,2486.417,2499.93,2506.59,2513.663,2519,2534.464,2541.044,2536.404,2535.552,2521.635,2495.484,2491.273,2507.985,2505.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.386,898.983,913.774,928.2,946.051,968.008,992.25,1011.938,1031.513,1046.563,1058,1062.425,1066.658,1066.616,1070.128,1071.153,1071.692,1076.18,1079.421,1082.529,798.632,813.404,826.493,833.803,851.949,871.94,892.973,910.511,925.337,937.495,950,953.485,956.106,955.027,957.891,957.693,956.789,959.409,962.061,963.766,838086137.328125,154795.03286031,47504,256,2.87640449438202,1025.65168539326,18.6068539325843,13,24,42,54,330.977528089888,748.415730337079,1406,0,11,43,0,0,1,116,50,7,39,16,67,173,75,57,25,99,59,0,0,0,13,17,61,1,0,21,6,56,4,29,0,0,89,0.04624938003235,1.18280746776753
295,295,98569,5398569,G6350,S,N,-124.1367044,46.9937435,"September 10, 2019",4101.834,4330.156,4497.63,4644.571,4818.288,5000.594,5185.481,5347.799,5494.605,5641.636,5784,5830.565,5958.636,6027.731,6090.299,6142.876,6161.303,6260.404,6429.826,6698.222,4101.834,4329.307,4496.04,4642.104,4815.43,4997.442,5182.138,5344.397,5491.135,5637.848,5780,5826.565,5954.636,6023.731,6086.299,6138.876,6157.303,6256.404,6425.826,6694.222,0,0.849,1.59,2.467,2.858,3.152,3.343,3.402,3.47,3.788,4,4,4,4,4,4,4,4,4,4,3412.144,3556.273,3704.747,3850.857,4011.072,4189.534,4378.747,4548.419,4717.581,4866.593,4998,5056,5140.271,5200.206,5251.742,5304.483,5379.903,5466.903,5580.319,5740.309,1925.779,2014.38,2098.108,2165.335,2261.419,2363.127,2467.967,2563.801,2651.561,2731.783,2813,2834.571,2893.763,2927.388,2956.795,2980.718,2991.99,3038.663,3120.753,3249.905,213535219.289063,102765.60786098,116041,516,2.08906882591093,1005.3967611336,11.3213360323887,31,81,132,193,500.748987854251,646.392712550607,1191.77732793522,0,16,18,9,16,2,363,62,27,19,36,39,441,110,139,157,110,223,0,0,0,12,12,144,49,3,42,9,101,11,134,1,0,247,0.0117534063715539,0.718846261928154
296,296,98570,5398570,G6350,S,N,-122.650947,46.6307129,"September 10, 2019",3357.444,3414.863,3470.047,3503.905,3556.113,3610.332,3692.972,3761.428,3821.448,3863.314,3889,3927.543,3940.491,3938.409,3947.766,3971.557,3988.9,4035.969,4086.622,4139.092,3357.444,3414.565,3469.404,3502.982,3554.902,3608.783,3690.971,3759.037,3818.896,3860.514,3886,3924.543,3937.491,3935.409,3944.766,3968.557,3985.9,4032.969,4083.622,4136.092,0,0.298,0.643,0.923,1.211,1.549,2.001,2.391,2.552,2.8,3,3,3,3,3,3,3,3,3,3,1363.417,1393.29,1419.533,1446.154,1477.363,1508.158,1545.079,1581.739,1618.518,1641.88,1660,1678.945,1685.964,1692.479,1707.17,1713.384,1726.048,1747.671,1758.7,1767.668,1242.832,1272.358,1297.268,1317.69,1344.474,1374.316,1408.102,1440.741,1473.604,1495.517,1513,1528.822,1532.229,1534.028,1545.575,1550.018,1560.462,1578.846,1583.759,1588.906,652462124.257813,250343.10247157,101047,397,2.20555555555556,1073.97222222222,7.02627777777778,25,77,86,147,360.472222222222,802.522222222222,1109.16111111111,767.544444444444,20,10,0,0,0,362,1,20,4,26,47,324,68,131,62,136,94,0,0,0,22,64,103,1,0,62,14,103,3,74,0,0,180,0.0361507414368134,1.95605660068232
297,297,98571,5398571,G6350,S,N,-124.1708591,47.1946259,"September 10, 2019",407.066,420.501,427.908,433.405,441.435,450.226,459.212,466.188,471.852,477.596,483,493.648,513.948,575.274,617.223,610.562,626.889,645.316,673.052,718.108,407.066,420.501,427.908,433.405,441.435,450.226,459.212,466.188,471.852,477.596,483,493.648,513.948,575.274,617.223,610.562,626.889,645.316,673.052,718.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.941,357.28,366.091,374.727,384.741,396.472,409.159,419.964,430.731,439.638,447,451.62,461.45,491.974,513.741,512.777,527.199,537.289,549.741,573.855,174.135,177.11,179.67,180.859,184.503,188.561,192.821,196.332,199.22,201.57,204,207.79,215.85,240.85,258.66,257.392,268.897,277.167,286.54,306.31,55171905.53125,49588.86956635,8945,38,2,860.894736842105,17.69,2,8,9,15,364.473684210526,640.578947368421,1382.94736842105,159.842105263158,1,3,0,0,2,27,5,1,0,0,4,34,11,6,12,9,15,0,0,0,2,2,9,0,0,6,4,6,0,13,0,0,19,0.00302524598282616,0.368374029256896
298,298,98572,5398572,G6350,S,N,-123.3140839,46.5463376,"September 10, 2019",830.122,827.84,824.987,817.147,813.674,810.664,813.898,813.83,811.855,806.043,797,799.827,799.969,794.665,794.655,805.183,804.788,812.966,818.315,823.552,830.122,827.84,824.987,817.147,813.674,810.664,813.898,813.83,811.855,806.043,797,799.827,799.969,794.665,794.655,805.183,804.788,812.966,818.315,823.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362.655,362.633,361.686,360.869,361.214,361.439,363.096,364.635,366.147,364.611,362,362.977,363.967,363.967,365.441,365.436,366.436,368.919,371.252,374.547,314.571,316.214,316.675,316.212,317.222,318.945,321.548,323.838,326.142,326.036,325,325.928,326.88,323.88,325.197,327.725,328.713,330.952,331.882,333.243,190173388.320313,83136.45365782,28624,106,1.96296296296296,1159.72222222222,5.57296296296296,5,20,42,46,418.851851851852,762.351851851852,907.62962962963,612.555555555556,6,0,0,0,3,90,8,1,4,0,9,97,26,26,36,18,34,0,0,0,4,16,31,7,0,9,7,33,1,20,0,0,54,0.0105538543270995,0.620176442914438
299,299,98575,5398575,G6350,S,N,-123.8028379,47.4159172,"September 10, 2019",285.544,283.732,277.7,270.499,264.92,259.765,254.665,248.439,241.575,234.83,228,230.438,230.107,229.475,228.579,228.468,224.029,221.84,220.316,218.678,285.544,283.428,277.092,269.591,263.709,258.247,252.839,246.312,239.154,232.118,225,227.438,227.107,226.475,225.579,225.468,221.029,218.84,217.316,215.678,0,0.304,0.608,0.908,1.211,1.518,1.826,2.127,2.421,2.712,3,3,3,3,3,3,3,3,3,3,188.253,185.25,182.541,179.796,177.727,176.416,175.451,173.628,171.756,169.151,166,166.925,166.836,166.836,166.954,167.71,167.654,167.276,166.297,166.247,114.667,112.946,111.002,108.317,107.08,106.038,105.077,103.67,101.94,99.939,98,98.758,98.607,98.607,98.704,99.297,99.233,98.617,97.213,97.119,575939959.804688,159213.55233193,5495,13,1.625,632.625,50.7275,1,1,4,6,505,1349.25,2241.5,0,5,0,0,0,0,10,0,0,3,0,3,10,3,2,6,2,8,0,0,0,0,0,7,0,0,1,0,2,0,6,0,0,8,0.0314482538265111,1.20886913404362
300,300,98576,5398576,G6350,S,N,-122.6383563,46.8371519,"September 10, 2019",3695.94,3761.831,3850.641,3940.979,4043.511,4171.956,4274.612,4389.953,4501.668,4598.716,4667,4717.969,4739.992,4766.194,4790.755,4847.231,4907.806,4999.143,5130.001,5271.641,3695.94,3761.831,3850.641,3940.979,4043.511,4171.956,4274.612,4389.953,4501.668,4598.716,4667,4717.969,4739.992,4766.194,4790.755,4847.231,4907.806,4999.143,5130.001,5271.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473.861,1505.846,1548.808,1591.876,1639.435,1698.54,1754.901,1819.366,1884.702,1923.201,1955,1972.22,1987.718,1998.316,2006.891,2018.286,2029.448,2052.625,2098.403,2137.641,1368.584,1398.182,1436.355,1474.85,1518.276,1572.345,1616.397,1667.088,1716.206,1760.554,1792,1803.65,1809.591,1817.306,1825.401,1836.885,1846.247,1869.26,1908.572,1951.843,395896998.148438,138737.02292717,133106,496,2.35071090047393,1204.68246445498,5.51142180094787,34,89,104,165,488.592417061611,972.189573459716,1728.38388625592,1341.58293838863,19,8,0,1,4,419,16,35,13,139,23,334,128,90,88,190,143,12,0,0,12,44,127,5,0,75,4,100,9,102,0,0,211,0.0218544706567627,1.08693467977577
301,301,98577,5398577,G6350,S,N,-123.6103887,46.6418486,"September 10, 2019",6510.368,6484.53,6445.529,6365.01,6350.288,6339.22,6394.518,6344.137,6317.114,6343.56,6338,6322.153,6334.687,6337.425,6337.915,6350.65,6327.298,6296.341,6322.878,6348.877,6443.367,6415.687,6379.35,6295.623,6282.958,6279.908,6344.315,6292.923,6272.119,6287.695,6282,6270.153,6279.687,6284.425,6290.915,6306.65,6284.298,6259.341,6274.878,6298.877,67.001,68.843,66.179,69.387,67.33,59.312,50.203,51.214,44.995,55.865,56,52,55,53,47,44,43,37,48,50,2950.818,2941.479,2926.015,2908.084,2905.26,2909.671,2934.45,2914.311,2917.376,2924.919,2923,2931.964,2934.946,2942.01,2946.452,2947.907,2953.797,2950.233,2958.021,2959.758,2634.329,2623.058,2606.72,2570.174,2564.424,2565.041,2593.452,2571.857,2565.023,2569.859,2566,2566.992,2568.89,2571.09,2568.46,2566.058,2567.773,2551.068,2551.222,2546.187,2157269011.46094,258508.72370918,149268,770,2.33333333333333,1028.2696969697,11.0630303030303,51,116,195,251,356.3,586.375757575758,1037.05151515152,0,20,14,82,8,4,466,53,17,126,33,202,535,241,196,135,198,262,1,14,0,6,47,226,59,8,32,5,143,65,122,0,0,330,0.119514001371954,2.00045421465205
302,302,98579,5398579,G6350,S,N,-123.1254731,46.7882009,"September 10, 2019",9500.571,9759.525,10075.001,10392.023,10741.94,11159.359,11513.504,11899.83,12276.31,12612.456,12870,12895.829,12944.677,12984.9,13012.204,13115.616,13350.276,13517.349,13708.485,13901.688,9486.571,9746.232,10062.496,10380.277,10731.078,11149.616,11504.269,11891.582,12268.93,12605.669,12864,12889.829,12938.677,12978.9,13006.204,13109.616,13344.276,13511.349,13702.485,13895.688,14,13.293,12.505,11.746,10.862,9.743,9.235,8.248,7.38,6.787,6,6,6,6,6,6,6,6,6,6,3653.982,3750.812,3873.396,3996.185,4130.275,4292.46,4448.736,4624.989,4803.664,4914.947,5009,5026.657,5045.979,5061.996,5085.681,5110.144,5153.458,5188.406,5230.941,5268.93,3443.214,3543.243,3663.716,3784.434,3917.897,4078.375,4215.386,4368.406,4517.572,4653.523,4756,4766.298,4780.026,4789.018,4799.538,4818.266,4857.594,4888.642,4923.657,4955.359,503426812.34375,191024.7421777,298109,1236,2.61864406779661,1236.77542372881,5.3348093220339,105,161,214,372,439.33686440678,971.557203389831,1651.71610169492,1435.49152542373,23,14,0,6,1,791,43,330,51,256,324,656,366,194,190,486,367,0,0,0,40,65,172,9,2,272,17,268,15,187,0,2,472,0.0278107411463679,1.45587039783037
303,303,98580,5398580,G6350,S,N,-122.5218823,46.9989528,"September 10, 2019",9237.265,9410.579,9628.642,9833.799,10051.174,10289.097,10581.073,10815.49,10975.172,11067.197,11099,11119.291,11206.408,11290.524,11363.286,11525.024,11769.607,12098.03,12338.485,12584.236,9234.265,9407.272,9624.989,9829.737,10046.69,10283.916,10575.286,10809.099,10968.336,11060.23,11093,11113.291,11200.408,11284.524,11357.286,11519.024,11763.607,12092.03,12332.485,12578.236,3,3.307,3.653,4.062,4.484,5.181,5.787,6.391,6.836,6.967,6,6,6,6,6,6,6,6,6,6,3379.635,3470.289,3576.874,3673.241,3779.678,3885.03,4008.887,4125.842,4211.865,4276.738,4331,4351.623,4371.557,4396.484,4443.096,4500.806,4580.896,4671.877,4735.997,4772.487,3191.016,3270.537,3364.31,3453.097,3545.094,3639.505,3757.778,3857.086,3932.594,3990.246,4042,4056.576,4070.608,4090.554,4127.311,4170.295,4238.75,4322.291,4379.904,4410.719,794857159.9375,190263.75983639,204783,802,2.24649859943978,1110.52100840336,5.38187675070028,61,137,233,298,563.403361344538,880.641456582633,1583.55742296919,1446.97198879552,20,12,0,23,27,571,137,27,5,7,82,713,124,194,156,328,300,0,4,0,34,19,122,3,1,211,20,178,26,153,0,0,357,0.0437480834211783,1.42686419000062
304,304,98581,5398581,G6350,S,N,-123.0673141,46.3578737,"September 10, 2019",421.036,422.166,421.681,422.202,421.607,422.497,424.828,426.535,427.722,426.672,424,426.641,425.687,427.152,428.72,429.201,432.089,434.478,442.145,453.192,421.036,422.166,421.681,422.202,421.607,422.497,424.828,426.535,427.722,426.672,424,426.641,425.687,427.152,428.72,429.201,432.089,434.478,442.145,453.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.399,281.498,282.272,282.225,282.641,283.379,285.224,286.554,286.851,286.548,285,285.849,285.834,286.442,287.51,287.325,288.325,288.325,289.714,292.64,241.037,240.771,239.801,239.306,238.228,237.902,238.402,238.632,238.6,237.198,235,235.614,235.591,235.893,236.88,236.566,237.49,237.49,238.773,241.476,159721814.945313,73053.85736351,11340,33,1.06451612903226,1068.48387096774,0.824838709677419,0,20,19,31,115.838709677419,409.41935483871,891.096774193548,891.645161290323,0,0,0,0,0,33,0,0,0,0,0,33,0,0,0,33,29,0,0,0,2,0,29,0,0,2,0,29,0,2,0,0,31,0.00889541799688232,0.572356979991909
305,305,98582,5398582,G6350,S,N,-122.6257395,46.5236818,"September 10, 2019",477.975,491.891,505.499,515.97,529.109,542.552,560.308,575.976,590.383,601.978,611,617.894,614.098,615.706,623.849,624.815,633.506,656.111,684.575,717.447,477.975,491.891,505.499,515.97,529.109,542.552,560.308,575.976,590.383,601.978,611,617.894,614.098,615.706,623.849,624.815,633.506,656.111,684.575,717.447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.09,238.12,244.528,250.987,258.241,265.43,273.704,281.942,290.222,296.093,301,304.32,303.25,304.537,310.133,310.104,315.018,325.468,335.61,347.557,200.946,205.963,210.236,213.757,218.325,223.39,229.094,234.615,240.174,243.952,247,249.82,248.082,249.149,253.478,252.888,256.928,265.806,274.342,284.479,39810375.7890625,52821.29635807,12905,54,2.07692307692308,1187,1.23961538461538,5,15,12,21,216.692307692308,635.115384615385,1488.46153846154,1287.5,4,0,0,0,0,54,0,0,0,0,2,52,0,15,10,29,22,0,0,0,0,4,12,0,0,13,1,19,0,7,0,0,26,0.0022105187872512,0.400710050077953
306,306,98583,5398583,G6350,S,N,-123.4865961,47.0008748,"September 10, 2019",133.021,133.981,132.972,131.393,130.593,130.011,129.466,128.349,126.89,125.479,124,124.241,122.085,121.287,120.268,119.213,115.382,111.159,111.725,110.396,133.021,133.981,132.972,131.393,130.593,130.011,129.466,128.349,126.89,125.479,124,124.241,122.085,121.287,120.268,119.213,115.382,111.159,111.725,110.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.137,49.611,49.169,48.713,48.442,48.376,48.409,48.206,47.994,47.575,47,47,46.582,46.496,46.401,46.336,45.958,45.305,45.302,45.112,43.033,43.199,43.288,43.09,43.448,43.896,44.39,44.701,44.874,44.926,45,45,44.192,44.02,43.836,43.711,42.992,41.713,41.707,41.406,625676.375,3721.57298753,3215,14,2,1280.14285714286,0.82,1,5,6,7,275.714285714286,562.714285714286,1204.57142857143,0,0,0,0,0,0,10,4,0,0,0,4,10,0,4,3,7,7,0,0,0,0,0,3,0,0,4,0,3,0,4,0,0,7,3.44334871442697e-05,0.0309530559755981
307,307,98584,5398584,G6350,S,N,-123.1458116,47.2374481,"September 10, 2019",31438.125,31606.054,32047.256,32476.785,33086.234,33840.523,34573.276,35534.59,36258.972,36515.397,36630,36760.198,36967.64,37134.848,37189.481,37199.086,37304.777,37709.846,38119.101,38533.833,29167.047,29405.038,29849.676,30297.483,30910.029,31650.967,32407.675,33336.347,34058.197,34356.616,34509,34619.198,34722.64,34896.848,34899.481,35113.086,35033.777,35395.846,35552.101,36065.833,2271.078,2201.016,2197.58,2179.302,2176.205,2189.556,2165.601,2198.243,2200.775,2158.781,2121,2141,2245,2238,2290,2086,2271,2314,2567,2468,13555.63,13752.62,13977.1,14245.78,14562.247,14919.574,15382.964,15856.439,16238.935,16434.992,16557,16636.335,16682.82,16709.263,16762.266,16821.815,16890.848,17039.165,17111.865,17233.143,11423.998,11562.269,11722.448,11904.097,12146.862,12432.167,12770.988,13124.278,13416.246,13561.577,13635,13679.051,13699.684,13715.998,13728.318,13772.171,13807.677,13907.111,13930.321,14000.276,2118570116.59375,415027.61072527,951927,4843,2.38102261553589,1068.47885939036,6.92880530973451,446,576,1075,1584,449.301868239921,626.652409046214,855.184857423796,140.26401179941,83,192,19,66,37,3156,216,115,1042,125,1240,3478,1057,951,925,1910,1600,139,3,0,130,162,1064,296,69,435,170,826,265,943,0,0,2034,0.116065571770832,3.20064255702795
308,308,98585,5398585,G6350,S,N,-122.4770759,46.5507215,"September 10, 2019",580.378,588.576,596.383,600.534,607.839,615.492,627.972,638.022,646.633,652.175,655,668.124,679.62,685.131,682.359,696.497,696.642,705.321,726.034,746.49,580.378,588.576,596.383,600.534,607.839,615.492,627.972,638.022,646.633,652.175,655,668.124,679.62,685.131,682.359,696.497,696.642,705.321,726.034,746.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.261,333.386,338.642,343.993,350.44,356.788,364.577,372.298,380.036,384.627,388,394.245,399.333,402.511,403.442,408.899,409.839,413.825,419.908,426.525,238.596,243.82,248.16,251.636,256.335,261.616,267.642,273.446,279.293,283.066,286,291.289,295.448,298.148,298.491,303.043,303.805,307.194,312.366,317.205,132646653.65625,118237.45946096,10624,41,1.95238095238095,959.52380952381,3.11095238095238,2,7,13,20,352.380952380952,798.047619047619,1219.14285714286,719.190476190476,3,0,0,1,0,24,0,0,16,3,16,22,12,5,8,16,10,0,0,0,3,8,6,0,0,11,4,8,0,13,0,0,21,0.00736083347328531,0.904499803095571
309,309,98586,5398586,G6350,S,N,-123.830811,46.5514427,"September 10, 2019",2122.371,2101.766,2076.926,2038.88,2022.014,2006.305,2011.439,1983.282,1962.477,1958.235,1944,1942.839,1933.793,1930.045,1936.68,1927.85,1926.424,1930.803,1935.289,1927.489,2059.371,2036.477,2013.605,1971.888,1956.406,1947.958,1961.57,1931.893,1916.864,1901.003,1886,1878.839,1868.793,1862.045,1868.68,1863.85,1860.424,1864.803,1869.289,1861.489,63,65.289,63.321,66.992,65.608,58.347,49.869,51.389,45.613,57.232,58,64,65,68,68,64,66,66,66,66,1003.817,998.985,992.097,984.377,981.791,981.653,988.368,979.983,979.384,980.302,978,977.576,971.031,969.783,974.579,970.404,970.709,974.279,976.343,974.587,827.494,824.764,820.434,809.7,808.664,809.671,819.406,813.413,812.064,814.438,814,810.389,799.455,795.556,798.591,791.632,790.622,792.664,793.711,788.783,956918538.359375,254160.51854541,59749,434,3.14492753623188,1060.13043478261,8.02630434782609,42,37,59,106,329.992753623188,565.514492753623,941.775362318841,0,7,18,23,4,0,213,61,7,108,12,239,183,166,65,65,138,122,0,5,0,6,5,79,38,6,11,4,45,38,55,0,0,138,0.0531004035146907,2.00710533015835
