OBJECTID_1,OBJECTID,ZCTA5CE10,GEOID10,MTFCC10,FUNCSTAT10,PARTFLG10,INTPTLON10,INTPTLAT10,Version,POP2000,POP2001,POP2002,POP2003,POP2004,POP2005,POP2006,POP2007,POP2008,POP2009,POP2010,POP2011,POP2012,POP2013,POP2014,POP2015,POP2016,POP2017,POP2018,POP2019,HHP2000,HHP2001,HHP2002,HHP2003,HHP2004,HHP2005,HHP2006,HHP2007,HHP2008,HHP2009,HHP2010,HHP2011,HHP2012,HHP2013,HHP2014,HHP2015,HHP2016,HHP2017,HHP2018,HHP2019,GQ2000,GQ2001,GQ2002,GQ2003,GQ2004,GQ2005,GQ2006,GQ2007,GQ2008,GQ2009,GQ2010,GQ2011,GQ2012,GQ2013,GQ2014,GQ2015,GQ2016,GQ2017,GQ2018,GQ2019,HU2000,HU2001,HU2002,HU2003,HU2004,HU2005,HU2006,HU2007,HU2008,HU2009,HU2010,HU2011,HU2012,HU2013,HU2014,HU2015,HU2016,HU2017,HU2018,HU2019,OHU2000,OHU2001,OHU2002,OHU2003,OHU2004,OHU2005,OHU2006,OHU2007,OHU2008,OHU2009,OHU2010,OHU2011,OHU2012,OHU2013,OHU2014,OHU2015,OHU2016,OHU2017,OHU2018,OHU2019,Shape__Are,Shape__Len,sum_totaleap,sum_numberinhousehold,mean_numberinhousehold,mean_monthlyincome,mean_heatburden,sum_childrencnt,sum_seniorcnt,sum_disabledcnt,sum_vulnerablecnt,mean_sheltercost,mean_heatcost,mean_annualelectriccost,mean_energyusage,sum_miltaryvet,sum_racenative,sum_raceasian,sum_raceblack,sum_racepacislander,sum_racewhite,sum_racemultirace,sum_raceunspecified,sum_raceother,sum_ethnicityunspecified,sum_ethnicitylatino,sum_ethnicitynotlatino,sum_edunder12,sum_edhighschool,sum_edsomeps,sum_edunspecified,sum_electric,sum_naturalgas,sum_oil,sum_coal,sum_propane,sum_wood,sum_housetype1to3family,sum_housetype4plusfamily,sum_housetypehighrise,sum_housetypemobile,sum_housetyperv,sum_ownedorbuying,sum_subsidized,sum_rental,sum_roomerboard,sum_temporaryhousing,Point_Count,Shape__Area,Shape__Length
310,310,98587,5398587,G6350,S,N,-124.2019242,47.3086814,"September 10, 2019",907.148,923.465,926.355,925.201,929.493,935.358,941.558,943.618,943.097,942.832,942,993.191,993.205,991.395,994.385,990.1,977.764,975.319,979.318,978.08,907.148,921.766,923.172,920.265,923.779,929.052,934.872,936.811,936.159,935.255,934,985.191,985.205,983.395,986.385,982.1,969.764,967.319,971.318,970.08,0,1.699,3.183,4.936,5.714,6.306,6.686,6.807,6.938,7.577,8,8,8,8,8,8,8,8,8,8,305.831,305.271,305.174,304.984,305.927,308.199,311.138,312.579,313.975,314.01,313,337.072,337.072,337.072,340.115,340.288,340.288,340.288,340.288,341.735,264.207,263.817,263.015,260.609,261.484,262.862,264.528,265.049,264.824,263.844,263,282.739,282.739,282.739,285.234,285.376,285.376,285.376,285.376,286.562,178749823.734375,83812.74768476,0,0,,,,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978072126372354,0.610576017823629
311,311,98588,5398588,G6350,S,N,-123.0200246,47.4523727,"September 10, 2019",1623.211,1625.73,1642.378,1658.453,1683.716,1716.292,1747.697,1790.552,1821.362,1828.678,1829,1843.526,1874.685,1898.6,1916.696,1913.399,1899.757,1944.443,1972.406,2030.778,1623.211,1625.73,1642.378,1658.453,1683.716,1716.292,1747.697,1790.552,1821.362,1828.678,1829,1843.526,1874.685,1898.6,1916.696,1913.399,1899.757,1944.443,1972.406,2030.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.667,1344.849,1373.62,1406.693,1444.455,1486.316,1538.813,1592.448,1637.045,1662.822,1681,1689.693,1706.154,1716.669,1728.559,1726.449,1727.524,1747.46,1758.993,1776.587,686.294,695.982,706.965,719.235,735.2,753.745,775.558,798.272,817.27,827.343,833,839.131,849.862,857.213,865.75,860.803,860.376,874.462,881.721,894.152,281808772.773438,82174.60426595,76697,227,1.56551724137931,940.496551724138,9.70351724137931,5,70,99,118,262.689655172414,754.813793103448,778.813793103448,102.827586206897,10,3,0,4,0,199,16,5,0,6,3,218,59,59,83,26,82,0,0,0,20,43,75,4,0,42,24,98,9,38,0,0,145,0.0153798838427974,0.599201936438925
312,312,98589,5398589,G6350,S,N,-122.8163641,46.8340183,"September 10, 2019",6076.478,6149.794,6260.928,6374.67,6508.136,6682.979,6816.268,6969.603,7116.958,7241.04,7320,7381.84,7422.858,7470.717,7565.95,7664.999,7828.057,7908.409,8017.63,8193.479,6076.478,6149.492,6260.323,6373.759,6506.929,6681.518,6814.461,6967.541,7114.627,7238.345,7317,7378.84,7419.858,7467.717,7562.95,7661.999,7825.057,7905.409,8014.63,8190.479,0,0.302,0.605,0.911,1.207,1.461,1.807,2.062,2.331,2.695,3,3,3,3,3,3,3,3,3,3,2397.698,2438.122,2496.46,2555.038,2620.853,2705.043,2784.746,2877.175,2970.81,3022.108,3063,3089.454,3103.306,3123.423,3154.698,3190.278,3228.052,3242.067,3268.427,3303.255,2259.902,2299.1,2352.597,2406.666,2468.753,2548.073,2611.622,2685.474,2756.649,2820.133,2863,2885.997,2898.549,2914.348,2947.296,2975.399,3014.603,3028.233,3051.849,3085.817,519358367.070313,157507.09596791,186471,771,2.46325878594249,1276.85303514377,6.41792332268371,47,114,166,234,514.744408945687,907.456869009585,1664.38019169329,1493.90095846645,15,14,30,8,0,572,50,92,5,218,52,501,189,135,143,304,251,0,0,0,21,41,168,12,0,120,13,139,11,160,3,0,313,0.0286688576888992,1.2124448352823
313,313,98590,5398590,G6350,S,N,-123.9985284,46.7078729,"September 10, 2019",417.02,410.376,402.92,392.934,387.061,381.4,379.667,371.64,365.004,361.439,356,364.711,364.711,360.007,362.978,366.84,357.872,356.152,358.099,360.234,417.02,409.749,401.694,390.973,384.48,378.507,376.675,368.013,361.293,356.156,350,358.711,358.711,354.007,356.978,360.84,351.872,350.152,352.099,354.234,0,0.627,1.226,1.961,2.581,2.893,2.992,3.627,3.711,5.283,6,6,6,6,6,6,6,6,6,6,369.493,366.201,362.168,357.851,355.417,353.863,354.766,350.249,348.522,347.331,345,353.363,353.363,350.691,351.451,352.884,350.854,350.101,350.101,349.003,179.02,177.719,176.079,173.072,172.153,171.662,173.007,171.033,170.033,169.809,169,173.783,173.783,171.1,171.462,172.281,169.453,168.651,168.651,167.512,42628588.0390625,35439.4028122,9488,33,1.83333333333333,910.666666666667,1.26166666666667,2,5,12,14,458.333333333333,662.222222222222,576.388888888889,0,1,1,0,0,0,25,4,2,1,9,0,24,7,12,5,9,11,0,0,0,0,7,9,0,0,9,0,0,0,18,0,0,18,0.00235882920014774,0.280832132604872
314,314,98591,5398591,G6350,S,N,-122.743598,46.4410226,"September 10, 2019",3525.363,3572.49,3617.245,3639.845,3681.565,3725.381,3798.405,3856.701,3906.288,3937.332,3952,3981.628,3987.822,3974.396,3997.582,4023.091,4016.938,4102.21,4131.135,4218.339,3525.363,3572.49,3617.245,3639.845,3681.565,3725.381,3798.405,3856.701,3906.288,3937.332,3952,3981.628,3987.822,3974.396,3997.582,4023.091,4016.938,4102.21,4131.135,4218.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.822,1447.267,1472.926,1499.002,1529.833,1560.233,1596.95,1633.394,1669.95,1692.667,1710,1723.594,1727.249,1731.024,1748.938,1754.119,1756.503,1796.248,1801.636,1827.757,1315.798,1338.696,1356.593,1370.316,1390.426,1413.691,1440.955,1466.985,1493.176,1508.298,1519,1529.903,1531.063,1529.134,1543.706,1545.895,1543.839,1577.301,1576.738,1597.997,638669037.5625,146606.9469183,58468,245,1.84210526315789,973.593984962406,4.57165413533834,7,56,95,110,373.142857142857,690.436090225564,1037.54135338346,872.172932330827,13,1,0,2,0,223,6,10,3,17,10,218,60,79,47,59,81,4,0,0,29,19,45,6,0,49,33,64,10,59,0,0,133,0.0355142539519875,1.16557553633804
315,315,98592,5398592,G6350,S,N,-123.0820756,47.326304,"September 10, 2019",1306.941,1337.785,1379.878,1421.354,1470.716,1526.742,1582.097,1648.323,1703.957,1737.546,1764,1780.93,1796.872,1815.875,1841.325,1864.559,1870.732,1917.677,1961.699,2037.594,1306.941,1337.785,1379.878,1421.354,1470.716,1526.742,1582.097,1648.323,1703.957,1737.546,1764,1780.93,1796.872,1815.875,1841.325,1864.559,1870.732,1917.677,1961.699,2037.594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964.794,985.856,1008.793,1034.87,1064.397,1096.948,1137.372,1178.673,1213.308,1233.989,1249,1259.089,1266.303,1274.677,1291.107,1301.018,1312.746,1333.95,1353.652,1381.116,600.511,618.426,637.395,657.441,680.856,706.727,735.783,765.858,792.504,810.478,824,831.127,835.512,840.781,852.385,859.383,867.666,882.648,896.569,915.962,109901820.742188,88432.79765968,36397,146,2.28125,1065.28125,10.226875,11,21,30,44,284.59375,867.953125,1069.15625,71.046875,7,20,0,0,0,124,0,2,0,2,2,142,27,28,35,56,49,0,0,0,7,8,29,0,0,29,6,47,0,16,0,1,64,0.00601116983125394,0.673566267438199
316,316,98593,5398593,G6350,S,N,-123.0100609,46.4026825,"September 10, 2019",1082.155,1086.594,1090.302,1087.371,1090.211,1093.669,1105.627,1113.181,1118.171,1117.863,1113,1125.434,1125.081,1121.429,1121.443,1127.219,1125.963,1125.407,1141.559,1163.754,1082.155,1086.594,1090.302,1087.371,1090.211,1093.669,1105.627,1113.181,1118.171,1117.863,1113,1125.434,1125.081,1121.429,1121.443,1127.219,1125.963,1125.407,1141.559,1163.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.843,432.82,436.68,440.667,446.075,451.336,458.421,465.392,472.359,475.42,477,481.042,480.845,481.111,483.369,485.545,485.543,485.69,485.867,484.74,385.129,389.669,392.77,394.636,398.369,403.009,408.768,414.16,419.585,421.904,423,427.075,426.725,424.763,425.782,426.618,426.614,424.724,423.885,426.166,73236314.8125,58815.53128632,36312,135,1.98529411764706,1139.38235294118,4.53867647058824,13,37,43,63,334.588235294118,757.088235294118,1446.05882352941,1295.94117647059,2,5,0,0,0,121,0,9,0,9,0,126,18,23,49,45,57,0,1,0,4,6,22,2,0,40,4,48,2,18,0,0,68,0.00407502420057426,0.464597397532919
317,317,98595,5398595,G6350,S,N,-124.1133753,46.8880363,"September 10, 2019",2822.463,2871.82,2879.402,2874.411,2886.379,2903.201,2921.057,2926.08,2923.097,2920.914,2917,2927.544,2935.217,2938.003,2938.79,2935.408,2930.086,2931.205,2962.319,2983.694,2813.462,2863.199,2871.294,2866.848,2879.314,2896.625,2914.969,2920.508,2918.054,2916.393,2913,2927.544,2935.217,2938.003,2938.79,2935.408,2930.086,2931.205,2962.319,2983.694,9.001,8.621,8.108,7.563,7.065,6.576,6.088,5.572,5.043,4.521,4,0,0,0,0,0,0,0,0,0,1896.136,1906.891,1920.44,1933.264,1953.301,1981.854,2014.858,2038.347,2061.494,2075.77,2083,2093.669,2101.146,2105.273,2109.019,2112.457,2119.585,2128.074,2140.068,2153.998,1325.044,1329.592,1331.082,1322.736,1332.415,1344.881,1358.57,1366.888,1370.798,1371.048,1372,1376.921,1379.872,1382.939,1384.71,1383.781,1388.596,1389.701,1399.881,1410.663,49515035.171875,42880.58012507,117108,582,2.25581395348837,991.096899224806,9.75251937984497,44,74,148,192,427.104651162791,660.43023255814,1067.50387596899,0,24,0,0,4,4,313,106,59,96,18,195,369,220,126,76,160,224,0,2,0,18,14,92,57,0,83,26,79,40,138,0,1,258,0.00273082570129191,0.318556553531458
318,318,98596,5398596,G6350,S,N,-122.9526772,46.4922577,"September 10, 2019",5721.974,5809.426,5893.062,5940.523,6019.157,6101.198,6231.177,6337.108,6428.799,6489.948,6524,6545.526,6571.573,6557.396,6557.209,6605.693,6637.91,6682.32,6791.591,6873.334,5715.974,5802.086,5883.625,5930.062,6007.45,6087.774,6215.165,6319.119,6410.513,6470.658,6504,6525.526,6551.573,6537.396,6537.209,6585.693,6617.91,6662.32,6771.591,6853.334,6,7.34,9.437,10.461,11.707,13.424,16.012,17.989,18.286,19.29,20,20,20,20,20,20,20,20,20,20,2210.45,2258.961,2301.581,2344.792,2395.474,2445.475,2505.404,2564.907,2624.609,2662.556,2692,2706.501,2716.474,2719.557,2732.67,2747.447,2768.141,2793.576,2819.344,2834.268,2061.038,2106.277,2143.706,2174.405,2215.229,2261.093,2313.42,2363.827,2414.574,2447.416,2473,2479.204,2486.272,2485.417,2495.379,2506.89,2524.36,2541.782,2563.706,2575.153,488683861.335938,125411.45469213,176550,772,2.29761904761905,1192.17261904762,3.21354166666667,36,124,218,275,481.047619047619,774.738095238095,1243.67857142857,976.032738095238,36,12,0,1,1,678,38,23,19,17,84,671,124,200,165,283,197,25,0,0,46,68,171,4,0,129,32,167,8,159,0,2,336,0.0271476260754753,0.950032423423837
319,319,98597,5398597,G6350,S,N,-122.4928042,46.8444258,"September 10, 2019",13953.384,14592.638,15316.926,16046.019,16824.861,17714.778,18498.381,19338.788,20165.66,20927.825,21557,21827.816,22030.159,22515.413,23030.448,23440.451,24019.514,24405.761,24921.559,25263.567,13909.385,14544.601,15265.089,15990.226,16765.724,17653.886,18431.932,19270.15,20094.187,20850.667,21476,21746.816,21949.159,22434.413,22949.448,23359.451,23938.514,24324.761,24840.559,25182.567,43.999,48.037,51.837,55.793,59.137,60.892,66.449,68.638,71.473,77.158,81,81,81,81,81,81,81,81,81,81,5616.1,5856.72,6138.389,6419.879,6719.181,7066.54,7403.666,7776.414,8154.675,8417.146,8649,8765.156,8828.711,9017.146,9247.223,9355.82,9531.378,9630.369,9740.341,9800.091,5109.706,5334.313,5590.392,5847.222,6123.531,6443.716,6723.704,7031.945,7334.325,7616.791,7843,7935.042,7998.225,8165.359,8343.776,8475.851,8648.314,8744.1,8874.855,8929.29,638230872.742188,199391.23383229,487135,2198,2.41273326015368,1194.54665203074,5.53034028540065,153,333,455,694,455.477497255763,768.043907793633,1350.70032930845,1184.72777167947,57,22,9,77,15,1484,124,352,115,504,344,1350,410,401,413,974,695,85,0,0,57,74,460,129,3,280,39,331,143,434,0,3,911,0.0352226695636091,1.57757842925587
320,320,98601,5398601,G6350,S,N,-122.3625163,45.943439,"September 10, 2019",2466.686,2514.768,2594.139,2653.961,2727.277,2787.129,2853.455,2904.914,2945.799,2974.482,2982,2995.222,3005.298,3017.174,3024.237,3080.083,3115.855,3165.372,3196.751,3248.395,2466.686,2514.768,2594.139,2653.961,2727.277,2787.129,2853.455,2904.914,2945.799,2974.482,2982,2995.222,3005.298,3017.174,3024.237,3080.083,3115.855,3165.372,3196.751,3248.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846.854,871.209,907.546,938.682,972.244,1003.321,1035.132,1060.654,1083.241,1099.783,1109,1114.375,1116.558,1118.898,1122.117,1132.454,1144.354,1160.176,1172.345,1191.931,806.935,827.03,857.545,881.297,909.772,933.696,959.875,981.278,999.675,1013.591,1021,1025.863,1025.956,1027.584,1028.485,1037.595,1048.538,1063.127,1070.796,1089.011,399905949.296875,182319.63910383,49989,175,2.01149425287356,1118.74712643678,12.3774712643678,13,43,47,72,751.505287356322,816.862068965517,1763.50574712644,1496.5632183908,8,2,6,0,1,132,5,29,0,64,10,101,19,8,32,116,80,0,1,0,2,4,48,0,0,36,3,53,3,31,0,0,87,0.0224351234287496,1.40676380028736
321,321,98602,5398602,G6350,S,N,-121.2654913,45.8671062,"September 10, 2019",186.48,187.903,188.908,190.096,192.165,193.372,195.805,197.29,198.568,199.175,200,198.975,197.666,196.812,198.389,202.964,204.357,204.784,206.837,211.598,186.48,187.903,188.908,190.096,192.165,193.372,195.805,197.29,198.568,199.175,200,198.975,197.666,196.812,198.389,202.964,204.357,204.784,206.837,211.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.405,101.604,104.09,106.467,109.297,111.416,114.091,116.242,118.417,119.958,122,121.863,121.726,121.571,122.864,125.797,126.697,126.546,127.503,129.439,68.594,70.232,71.701,73.24,75.15,76.708,78.739,80.481,82.107,83.507,85,84.808,84.617,84.401,85.408,87.791,88.462,88.251,88.971,90.527,299053750.976563,100625.23241596,10020,28,1.86666666666667,619.466666666667,36.508,2,7,7,12,82.3333333333333,854.333333333333,271.933333333333,161.466666666667,0,0,0,0,0,28,0,0,0,0,0,28,6,6,16,0,5,0,0,0,7,3,9,1,0,5,0,13,2,0,0,0,15,0.0168042199447882,0.766784720858344
322,322,98603,5398603,G6350,S,N,-122.4147568,46.0555186,"September 10, 2019",760.024,787.295,811.541,837.668,861.574,888.464,918.573,947.512,975.452,998.25,1017,1033.095,1042.922,1014.679,1023.445,1037.043,1059.496,1089.312,1114.947,1153.432,760.024,787.295,811.541,837.668,861.574,888.464,918.573,947.512,975.452,998.25,1017,1033.095,1042.922,1014.679,1023.445,1037.043,1059.496,1089.312,1114.947,1153.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.906,402.548,419.778,435.771,452.436,469.63,488.761,507.112,523.671,539.086,552,558.108,562.876,557.048,561.474,566.302,575.157,586.072,593.404,606.455,275.406,288.168,300.087,312.596,324.315,337.041,351.022,364.704,378.067,389.26,399,404.639,408.942,397.13,401.091,405.552,413.733,423.299,430.073,441.874,655775572.109375,218820.62176035,2468,5,1,688,2.316,0,2,5,5,30.8,608.6,830.6,561.4,0,0,0,0,0,3,0,0,2,0,0,5,0,0,0,5,2,0,0,0,2,1,1,0,0,2,2,3,2,0,0,0,5,0.036733552293299,1.68770831380514
323,323,98604,5398604,G6350,S,N,-122.5107768,45.8057468,"September 10, 2019",24327.045,25279.189,26569.64,27654.559,28895.039,29986.231,31149.273,32145.915,33019.446,33753.208,34232,34530.229,34486.793,34779.915,35418.367,36259.166,36789.056,37696.309,38341.34,39112.322,24147.046,25094.005,26381.667,27468.243,28708.863,29797.264,30962.483,31941.839,32826.057,33554.883,34051,34354.229,34307.793,34602.915,35239.367,36080.166,36628.056,37535.309,38185.34,38956.322,179.999,185.184,187.973,186.316,186.176,188.967,186.79,204.076,193.389,198.325,181,176,179,177,179,179,161,161,156,156,8231.349,8561.243,9015.664,9418.462,9846.847,10250.102,10659.412,11002.879,11314.564,11560.08,11726,11821.079,11896.173,12010.472,12279.649,12421.418,12595.48,12959.27,13158.889,13388.389,7920.719,8229.706,8650.113,8999.868,9401.25,9753.919,10130.633,10454.91,10745.348,10987.55,11155,11224.527,11292.172,11400.6,11642.173,11849.839,12031.024,12378.249,12569.451,12754.233,385632532.726563,123351.17801152,360772,2186,2.44792833146697,1290.42553191489,7.57141097424412,137,380,410,691,714.145016797312,556.463605823068,1233.42777155655,1144.70212765957,44,14,23,14,13,1692,95,308,27,714,147,1325,102,259,336,1489,766,94,0,0,9,24,483,166,98,144,2,375,208,310,0,0,893,0.0216952864948325,0.953997287060325
324,324,98605,5398605,G6350,S,N,-121.6654591,45.7768915,"September 10, 2019",1265.235,1258.861,1252.747,1245.814,1247.032,1247.773,1254.439,1250.501,1242.897,1233.106,1225,1234.378,1243.766,1240.61,1246.9,1251.893,1255.645,1264.637,1269.418,1283.666,1258.235,1251.861,1245.748,1238.753,1239.835,1240.438,1246.44,1242.66,1234.754,1224.972,1217,1226.378,1235.766,1232.61,1238.9,1243.893,1247.645,1256.637,1261.418,1275.666,7,7,6.999,7.061,7.197,7.335,7.999,7.841,8.143,8.134,8,8,8,8,8,8,8,8,8,8,583.475,576.98,572.115,567.302,566.077,562.59,562.894,557.86,552.876,544.96,538,540.83,544.718,545.366,548.322,549.985,552.871,555.821,557.731,560.443,495.009,493.335,490.68,488.408,490.206,490.641,494.662,493.798,492.648,489.389,486,488.759,491.385,490.549,493.068,494.3,496.411,498.618,500.128,504.628,243638229.085938,148485.453854,22831,139,2.78,1241.92,3.2626,15,16,21,42,207.68,616.26,907,889.64,2,1,0,2,2,101,0,1,32,1,77,61,80,35,21,3,44,2,0,0,0,4,30,0,0,17,3,21,23,6,0,0,50,0.0137129907197959,1.13845655008461
325,325,98606,5398606,G6350,S,N,-122.4563727,45.7297408,"September 10, 2019",8092.647,8173.674,8361.837,8482.142,8647.745,8766.418,8904.592,8994.411,9050.752,9071.079,9027,9053.693,9104.247,9138.685,9228.149,9383.113,9486.036,9640.042,9758.86,9895.663,8089.647,8165.654,8348.693,8464.162,8624.834,8738.147,8871.707,8953.076,9006.469,9020.429,8976,9002.693,9053.247,9087.685,9177.149,9332.113,9435.036,9589.042,9707.86,9844.663,3,8.02,13.144,17.98,22.911,28.271,32.885,41.335,44.283,50.65,51,51,51,51,51,51,51,51,51,51,2691.002,2723.252,2794.415,2848.393,2909.234,2961.873,3015.654,3050.625,3077.15,3086.479,3076,3087.002,3098.931,3105.329,3134.767,3159.698,3191.613,3240.209,3274.854,3325.701,2593.684,2624.328,2689.809,2732.421,2790.049,2832.584,2881.678,2915.654,2940.445,2952.683,2946,2955.855,2965.519,2970.609,2997.515,3021.517,3052.332,3098.234,3131.078,3179.002,198831391.375,96544.58487449,75287,352,2.70769230769231,1350.86923076923,9.19723076923077,35,49,64,102,729.841153846154,810.9,1546.14615384615,1393.68461538462,12,4,4,0,0,215,29,98,2,118,67,167,24,37,45,246,120,0,0,0,0,10,64,3,0,61,2,85,4,41,0,0,130,0.0112001845259329,0.744389388245164
326,326,98607,5398607,G6350,S,N,-122.3799799,45.642226,"September 10, 2019",18319.047,19247.856,20436.257,21469.427,22625.569,23666.805,24766.085,25733.828,26602.108,27355.749,27899,28251.228,28714.144,29081.101,29706.549,30185.353,30831.567,31970.036,32842.497,33141.889,18247.047,19171.197,20355.831,21387.063,22540.599,23577.993,24675.541,25633.092,26503.432,27252.324,27801,28154.228,28627.144,28986.101,29611.549,30090.353,30733.567,31872.036,32744.497,33043.889,72,76.659,80.426,82.364,84.97,88.812,90.544,100.736,98.676,103.425,98,97,87,95,95,95,98,98,98,98,6828.25,7146.809,7569.708,7950.007,8352.387,8733.956,9120.992,9451.824,9755.167,10000.916,10177,10321.541,10515.578,10606.219,10698.235,10873.857,11076.534,11534.49,11864.441,12003.022,6468.92,6766.225,7155.618,7487.129,7862.001,8196.527,8551.527,8862.436,9144.456,9385.036,9561,9678.456,9861.872,9969.401,10140.509,10280.358,10488.052,10914.612,11265.204,11353.103,263118968.21875,120640.65685175,196120,1109,2.42669584245077,1089.97811816193,13.2029102844639,71,164,196,305,936.270415754923,574.700218818381,1237.51422319475,1204.75054704595,23,3,46,41,54,708,78,178,1,302,74,733,54,143,225,687,349,94,6,0,1,7,288,81,37,50,1,142,67,248,0,0,457,0.0148443846601367,0.943119815043741
327,327,98610,5398610,G6350,S,N,-122.0652182,45.8658903,"September 10, 2019",2747.85,2746.233,2754.406,2753.946,2779.342,2821.743,2871.956,2882.773,2876.27,2871.317,2871,2876.232,2903.55,2903.887,2934.487,2943.282,2954.837,3022.807,3104.394,3143.961,2741.85,2741.112,2749.538,2749.931,2775.921,2818.642,2869.296,2880.958,2875.063,2870.715,2871,2876.232,2903.55,2903.887,2934.487,2943.282,2954.837,3022.807,3104.394,3143.961,6,5.121,4.868,4.015,3.421,3.101,2.66,1.815,1.207,0.602,0,0,0,0,0,0,0,0,0,0,1249.345,1254.732,1263.205,1273.562,1296.197,1319.034,1354.884,1367.486,1379.535,1383.324,1383,1385.137,1398.925,1402.928,1419.083,1426.204,1438.377,1462.755,1493.769,1514.274,1032.05,1042.141,1050.679,1059.273,1082.675,1107.063,1142.212,1154.999,1168.57,1174.054,1176,1176.366,1185.88,1187.802,1199.235,1203.391,1211.647,1229.659,1252.84,1267.751,1978907781.21094,307380.29470483,124209,452,1.63768115942029,963.865942028986,7.25775362318841,23,148,178,239,198.902173913043,622.246376811594,1076.61594202899,966.355072463768,21,0,0,4,9,432,0,2,5,0,19,433,175,160,111,6,195,26,0,0,17,38,114,18,0,121,23,146,78,51,1,0,276,0.111196513273171,2.23219432961899
328,328,98611,5398611,G6350,S,N,-122.9006878,46.305138,"September 10, 2019",8447.26,8532.781,8585.636,8658.607,8708.947,8789.607,8900.906,8999.504,9087.519,9127.968,9133,9139.85,9247.537,9268.591,9299.151,9382.713,9440.898,9561.509,9716.638,9863.833,8391.412,8476.128,8532.069,8607.029,8659.867,8742.021,8855.245,8956.867,9046.39,9087.59,9094,9100.85,9208.537,9229.591,9260.151,9343.713,9401.898,9522.509,9677.638,9824.833,55.848,56.653,53.567,51.578,49.08,47.586,45.661,42.637,41.129,40.378,39,39,39,39,39,39,39,39,39,39,3360.072,3407.842,3451.785,3485.643,3525.122,3568.634,3626.418,3677.794,3715.953,3746.289,3760,3774.529,3803.829,3814.464,3839.705,3857.019,3892.682,3926.023,3970.33,4014.528,3195.689,3233.405,3261.65,3296.502,3323.142,3360.166,3409.154,3454.656,3496.545,3518.421,3528,3527.37,3554.654,3560.136,3576.597,3592.238,3614.36,3646.741,3686.529,3721.385,685315372.78125,209092.64989534,121258,589,2.16544117647059,1188.43014705882,3.38602941176471,44,104,131,219,469.959558823529,545.753676470588,1157.99632352941,1243.55882352941,0,0,1,2,0,511,42,29,4,0,29,560,0,0,0,589,260,0,0,0,6,6,134,20,33,78,7,124,66,82,0,0,272,0.038202103351523,1.58961947093418
329,329,98612,5398612,G6350,S,N,-123.3252655,46.2156799,"September 10, 2019",2553.8,2563.203,2563.871,2573.88,2573.787,2605.98,2640.949,2680.038,2713.115,2716.39,2704,2722.387,2743.682,2732.103,2733.612,2708.635,2736.71,2753.468,2810.32,2888.749,2494.8,2510.203,2508.871,2520.88,2521.787,2545.98,2584.949,2620.038,2654.115,2650.39,2656,2674.387,2702.682,2716.103,2717.612,2692.635,2720.71,2737.468,2794.32,2872.749,59,53,55,53,52,60,56,60,59,66,48,48,41,16,16,16,16,16,16,16,1204.477,1218.765,1227.669,1243.982,1261.616,1278.573,1304.969,1340.073,1371.854,1385.48,1391,1401.274,1411.174,1415.778,1429.858,1436.451,1454.82,1466.155,1485.691,1499.975,1049.421,1062.053,1068.581,1080.516,1086.317,1106.399,1130.165,1152.771,1175.661,1182.805,1192,1198.852,1208.109,1210.336,1221.575,1219.778,1235.118,1241.464,1257.686,1282.491,462305710.476563,130272.78153742,48217,191,1.66086956521739,955.547826086957,1.18617391304348,8,61,56,91,367.55652173913,504.64347826087,1134.13043478261,1065.77391304348,0,0,0,2,0,153,28,8,0,0,8,183,0,0,0,191,108,0,2,0,0,5,41,31,2,37,4,40,36,39,0,0,115,0.025813218629537,0.998482964891961
330,330,98613,5398613,G6350,S,N,-120.9656569,45.7367237,"September 10, 2019",446.949,442.42,436.917,431.862,428.78,423.761,421.389,416.926,412.026,405.767,400,407.799,407.594,407.86,407.604,404.177,402.662,405.629,415.965,423.111,446.949,442.42,436.917,431.862,428.78,423.761,421.389,416.926,412.026,405.767,400,407.799,407.594,407.86,407.604,404.177,402.662,405.629,415.965,423.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.052,180.433,180.305,179.975,180.395,179.63,179.752,179.047,178.395,176.808,176,180.594,181.54,182.287,183.301,183.078,182.857,183.719,188.773,191.658,160.488,160.429,159.992,159.73,160.27,160.055,160.809,160.942,160.859,160.329,160,163.652,164.255,164.652,165.286,164.884,164.485,164.999,169.014,171.214,491476266.601563,142461.59579731,10746,31,2.06666666666667,1435.2,8.884,0,9,5,14,80,1118.6,1005.13333333333,802.133333333333,7,0,0,0,0,30,1,0,0,0,0,31,6,15,10,0,10,0,0,0,0,5,15,0,0,0,0,10,0,5,0,0,15,0.0276814038338671,1.08753070964123
